drillhole,date,block,easting,northing,elev,x,y,z
T1YB0841,2003-10-04,C019,E800,S775,295.9,587793.504,1053318.569,297.671
T1YB0842,2003-10-01,D012,E550,S050,341.48,587549.423,1053135.404,343.292
T1YB0843,2003-10-02,D013,E650,S025,321.4,587648.542,1053163.695,323.497
T1YB0844,2003-10-01,C019,E700,S850,313.97,587696.037,1053240.306,315.781
T1YB0845,2003-10-02,D012,E525,S075,345.28,587525.263,1053109.591,348.176
T1YB0846,2003-10-02,D012,E500,S100,348.14,587501.102,1053083.779,351.011
T1YB0847,2003-10-02,D012,E575,S125,332.08,587576.887,1053061.271,334.133
T1YB0848,2003-10-03,C019,E700,S875,314.3,587696.863,1053215.32,315.276
T1YB0849,2003-10-03,C027,E050,S800,274.11,587944.248,1053298.54,278.623
T1YB0850,2003-10-04,C027,E050,S775,270.24,587943.422,1053323.526,275.587
T1YB0851,2003-10-06,C027,E075,S775,268.96,587968.408,1053324.352,268.234
T1YB0852,2003-10-08,D021,E000,S000,289.64,587897.579,1053196.942,294.072
T1YB0853,2003-10-09,D021,E000,S025,291.04,587898.406,1053171.956,294.415
T1YB0854,2003-10-10,D013,E875,S050,289.02,587874.245,1053146.143,291.557
T1YB0855,2003-10-15,C024,E025,S475,246.03,587908.522,1053622.536,247.631
T1YB0856,2003-10-03,C019,E725,S775,301.94,587718.545,1053316.091,302.994
T1YB0857,2003-10-04,D013,E600,S125,328.31,587601.874,1053062.097,330.756
T1YB0858,2003-10-10,D013,E700,S050,315.82,587699.341,1053140.361,316.67
T1YB0859,2003-10-04,D013,E625,S025,324.81,587623.556,1053162.869,325.84
T1YB0860,2003-10-06,D013,E700,S000,317.35,587697.689,1053190.333,317.612
T1YB0861,2003-10-06,D012,E550,S075,335.61,587550.249,1053110.418,339.725
T1YB0862,2003-10-06,C019,E800,S800,298.32,587794.33,1053293.583,300.026
T1YB0863,2003-10-07,C027,E025,S850,279.77,587920.914,1053247.741,281.346
T1YB0864,2003-10-08,D021,E025,S000,278.61,587922.566,1053197.768,284.833
T1YB0865,2003-10-07,C027,E050,S750,176.31,587942.596,1053348.512,276.339
T1YB0866,2003-10-07,C027,E075,S750,274.17,587967.582,1053349.338,275.439
T1YB0867,2003-10-09,C027,E075,S725,270.33,587966.756,1053374.325,274.487
T1YB0868,2003-10-07,D013,E625,S125,325.06,587626.86,1053062.923,327.52
T1YB0869,2003-10-07,D012,E500,S125,345.33,587501.929,1053058.793,346.678
T1YB0870,2003-10-08,C019,E725,S800,305.97,587719.371,1053291.105,306.859
T1YB0871,2003-10-08,D013,E625,S050,323.93,587624.382,1053137.882,326.352
T1YB0872,2003-10-08,D012,E525,S100,342.85,587526.089,1053084.605,343.845
T1YB0873,2003-10-08,D013,E700,S025,322.64,587698.515,1053165.347,321.18
T1YB0874,2003-10-10,C027,E100,S750,269.04,587992.568,1053350.165,271.039
T1YB0875,2003-10-14,C027,E100,S725,265.05,587991.742,1053375.151,267.968
T1YB0876,2003-10-16,C027,E125,S750,266.33,588017.555,1053350.991,267.352
T1YB0877,2003-10-09,C027,E025,S875,282.5,587921.74,1053222.754,285.9
T1YB0878,2003-10-11,D021,E025,S025,281.19,587923.392,1053172.782,282.258
T1YB0879,2003-10-24,C027,E100,S775,261.85,587993.394,1053325.178,264.944
T1YB0880,2003-10-11,D012,E525,S125,339.11,587526.915,1053059.619,342.59
T1YB0881,2003-10-10,D013,E650,S125,322.92,587651.846,1053063.749,324.313
T1YB0882,2003-10-10,D012,E550,S100,337.32,587551.075,1053085.431,340.449
T1YB0883,2003-10-11,D013,E650,S050,320.96,587649.368,1053138.708,322.583
T1YB0884,2003-10-11,D013,E850,S050,295.22,587849.259,1053145.317,299.035
T1YB0885,2003-10-13,D021,E000,S050,290.92,587899.232,1053146.969,289.417
T1YB0886,2003-10-14,D021,E025,S050,291.95,587924.218,1053147.795,292.472
T1YB0887,2003-10-13,D013,E725,S125,320.66,587726.806,1053066.228,322.899
T1YB0888,2003-10-13,D012,E550,S125,335.67,587551.901,1053060.445,338.07
T1YB0889,2003-10-14,D013,E675,S125,322.81,587676.833,1053064.575,323.287
T1YB0890,2003-10-14,D013,E725,S050,316.27,587724.327,1053141.187,316.418
T1YB0891,2003-10-16,C016,E875,S475,260.09,587858.549,1053620.884,261.56
T1YB0892,2003-10-17,C024,E150,S375,206.37,588030.15,1053726.612,207.412
T1YB0893,2003-10-15,C019,E725,S825,309.38,587720.197,1053266.118,310.019
T1YB0894,2003-10-16,D013,E700,S100,319.02,587700.993,1053090.388,318.387
T1YB0895,2003-10-15,D021,E050,S025,282.96,587948.378,1053173.608,283.819
T1YB0896,2003-10-16,D021,E050,S050,286.51,587949.204,1053148.622,291.617
T1YB0897,2003-10-20,D021,E050,S075,287.61,587950.03,1053123.635,292.501
T1YB0898,2003-10-17,D013,E700,S125,323.62,587701.819,1053065.401,324.13
T1YB0899,2003-10-17,D013,E725,S100,317.44,587725.98,1053091.214,318.737
T1YB0900,2003-10-17,D013,E725,S000,319.74,587722.675,1053191.159,320.138
T1YB0901,2003-10-17,D013,E725,S075,313.14,587725.153,1053116.2,315.207
T1YB0902,2003-10-16,D013,E625,S075,323.39,587625.208,1053112.896,326.433
T1YB0903,2003-10-20,C027,E125,S725,264.1,588016.728,1053375.977,265.687
T1YB0904,2003-10-21,C027,E150,S725,261.09,588041.715,1053376.803,263.682
T1YB0905,2003-10-23,C027,E150,S750,259.59,588042.541,1053351.817,259.817
T1YB0906,2003-10-20,C024,E150,S350,198.4,588029.323,1053751.598,199.902
T1YB0907,2003-10-23,C024,E125,S350,199.04,588004.337,1053750.772,200.768
T1YB0908,2003-10-23,C024,E100,S325,194.66,587978.525,1053774.932,195.894
T1YB0909,2003-10-24,C024,E075,S300,189.66,587952.712,1053799.093,191.602
T1YB0910,2003-10-21,D013,E650,S075,321.05,587650.194,1053113.722,323.561
T1YB0911,2003-10-21,D013,E675,S100,318.05,587676.007,1053089.562,321.238
T1YB0912,2003-10-21,D013,E700,S075,313.91,587700.167,1053115.374,315.56
T1YB0913,2003-10-21,D013,E625,S100,328.04,587626.034,1053087.91,329.787
T1YB0914,2003-10-22,D013,E675,S075,316.47,587675.181,1053114.548,319.977
T1YB0915,2003-10-23,D013,E650,S100,324.16,587651.02,1053088.736,325.523
T1YB0916,2003-10-23,D013,E675,S050,319.88,587674.355,1053139.534,320.934
T1YB0917,2003-10-23,C019,E725,S850,309.38,587721.023,1053241.132,311.346
T1YB0918,2003-10-24,D013,E725,S025,324.61,587723.501,1053166.173,325
T1YB0919,2003-10-24,C013,E700,S250,198.88,587676.21,1053839.978,200.144
T1YB0920,2003-10-27,D013,E750,S100,315.9,587750.966,1053092.04,317.396
T1YB0921,2003-10-27,D013,E750,S075,312.24,587750.14,1053117.026,313.463
T1YB0922,2003-10-27,C013,E700,S225,198.52,587675.384,1053864.965,193.167
T1YB0923,2003-10-28,C027,E125,S775,253.53,588018.381,1053326.004,257.895
T1YB0924,2003-11-07,C027,E175,S700,248.99,588065.875,1053402.616,250.868
T1YB0925,2003-11-12,C027,E225,S700,229.66,588115.848,1053404.268,232.062
T1YB0926,2003-11-07,C021,E100,S275,182.21,587976.872,1053824.905,182.961
T1YB0927,2003-11-14,C021,E075,S275,183.08,587951.886,1053824.079,185.171
T1YB0928,2003-11-18,C012,E525,S200,187.03,587499.654,1053884.168,190.752
T1YB0929,2003-10-28,D013,E750,S050,310.39,587749.314,1053142.013,310.834
T1YB0930,2003-10-28,C013,E700,S200,186.83,587674.558,1053889.951,187.455
T1YB0931,2003-11-03,D013,E750,S125,321.89,587751.792,1053067.054,322.125
T1YB0932,2003-10-30,C019,E725,S875,311.49,587721.849,1053216.146,312.5
T1YB0933,2003-11-04,C016,E675,S300,212.28,587652.876,1053789.179,214.347
T1YB0934,2003-11-03,C013,E675,S200,191.35,587649.572,1053889.125,192.84
T1YB0935,2003-11-05,C016,E625,S525,251.49,587610.338,1053562.65,249.56
T1YB0936,2003-11-04,C012,E575,S225,201.72,587550.452,1053860.834,203.762
T1YB0937,2003-11-04,D021,E025,S100,293.85,587925.87,1053097.823,298.537
T1YB0938,2003-11-06,C013,E675,S225,197.48,587650.398,1053864.139,198.409
T1YB0939,2003-11-06,C016,E650,S300,209.67,587627.89,1053788.353,211.427
T1YB0940,2003-11-07,C013,E625,S275,202.1,587602.077,1053812.514,201.033
T1YB0941,2003-11-07,C016,E625,S350,211.14,587604.556,1053737.555,214.507
T1YB0942,2003-11-08,C013,E600,S225,197.57,587575.439,1053861.66,197.774
T1YB0943,2003-11-06,D021,E025,S125,296.78,587926.696,1053072.836,298.694
T1YB0944,2003-11-08,C016,E625,S550,257.05,587611.164,1053537.664,260.231
T1YB0945,2003-11-10,C016,E625,S500,246.27,587609.512,1053587.636,244.857
T1YB0946,2003-11-11,C013,E625,S200,186.24,587599.599,1053887.473,186.312
T1YB0947,2003-11-12,C013,E650,S225,193.68,587625.411,1053863.312,191.893
T1YB0948,2003-11-11,C013,E650,S250,198.17,587626.237,1053838.326,197.632
T1YB0949,2003-11-10,C016,E625,S300,200.2,587602.903,1053787.527,203.944
T1YB0950,2003-11-13,C016,E625,S475,235.79,587608.686,1053612.623,235.365
T1YB0951,2003-11-14,C012,E550,S200,191.6,587524.64,1053884.994,193.991
T1YB0952,2003-11-14,C013,E625,S250,192.5,587601.251,1053837.5,197.935
T1YB0953,2003-11-14,C013,E600,S250,199.34,587576.265,1053836.674,205.423
T1YB0954,2003-11-13,C013,E600,S200,194.76,587574.613,1053886.647,195.537
T1YB0955,2003-11-13,B028,E525,S750,124.39,588387.597,1054263.717,125.759
T1YB0956,2003-11-18,C013,E625,S225,183.74,587600.425,1053862.486,188.704
T1YB0957,2003-11-20,C013,E650,S200,182.61,587624.585,1053888.299,184.019
T1YB0958,2003-11-14,C024,E100,S350,201.53,587979.351,1053749.946,202.788
T1YB0959,2003-11-18,C012,E550,S225,199.29,587525.466,1053860.008,202.041
T1YB0960,2003-11-19,C012,E575,S200,195.94,587549.626,1053885.82,197.449
T1YB0961,2003-11-14,D021,E000,S125,301.75,587901.71,1053072.01,308.171
T1YB0962,2003-11-28,C015,E375,S425,227.88,587357.17,1053654.335,224.842
T1YB0963,2003-11-28,C015,E350,S425,234.17,587332.184,1053653.508,230.037
T1YB0964,2003-11-17,C013,E675,S250,203.4,587651.224,1053839.152,204.214
T1YB0965,2003-11-17,C016,E625,S450,228.57,587607.86,1053637.609,230.714
T1YB0966,2003-11-18,C012,E500,S275,202.23,587477.145,1053808.383,206.374
T1YB0967,2003-11-24,C015,E400,S400,226.29,587381.331,1053680.147,225.175
T1YB0968,2003-11-21,C012,E525,S225,196.39,587500.48,1053859.182,199.43
T1YB0969,2003-11-21,C012,E500,S250,192.07,587476.319,1053833.369,196.866
T1YB0970,2003-11-24,C015,E425,S400,232.42,587406.317,1053680.973,229.16
T1YB0971,2003-11-22,C012,E500,S200,182.96,587474.667,1053883.342,184.806
T1YB0972,2003-11-25,C015,E350,S400,225.55,587331.358,1053678.495,221.807
T1YB0973,2003-11-25,C015,E375,S400,220,587356.344,1053679.321,218
T1YB0974,2003-11-25,C015,E325,S400,230.24,587306.372,1053677.669,228.507
T1YB0975,2003-11-27,C012,E500,S225,190.66,587475.493,1053858.356,191.096
T1YB0976,2003-11-27,C015,E300,S400,237.72,587281.385,1053676.843,231.788
T1YB0977,2003-11-29,C014,E275,S400,239.07,587256.399,1053676.016,231.012
T1YB0978,2003-11-29,C015,E325,S425,237.37,587307.198,1053652.682,231.53
T1YB0979,2003-11-29,C015,E400,S425,224.99,587382.157,1053655.161,223.796
T1YB0980,2003-12-01,C015,E425,S425,233.32,587407.143,1053655.987,230.621
T1YB0981,2003-12-02,C015,E350,S450,239.97,587333.01,1053628.522,237.49
T1YB0982,2003-12-02,C015,E300,S425,240.32,587282.211,1053651.856,237.882
T1YB0983,2003-12-03,C014,E275,S425,241.34,587257.225,1053651.03,238.499
T1YB0984,2003-12-03,C015,E325,S450,242.36,587308.024,1053627.696,237.856
T1YB0985,2003-12-02,C015,E375,S450,234.12,587357.996,1053629.348,233.332
T1YB0986,2003-12-04,C015,E425,S450,236.12,587407.969,1053631,231.408
T1YB0987,2003-12-04,C015,E350,S475,243.98,587333.836,1053603.536,242.691
T1YB0988,2003-12-06,C015,E400,S450,227.73,587382.983,1053630.174,227.289
T1YB0989,2003-12-09,C015,E425,S475,238.64,587408.795,1053606.014,234.604
T1YB0990,2003-12-08,C015,E300,S450,243.51,587283.037,1053626.87,240.614
T1YB0991,2003-12-09,C015,E375,S475,236.82,587358.823,1053604.362,237.78
T1YB0992,2003-12-10,C014,E275,S450,244.55,587258.051,1053626.044,241.109
T1YB0993,2003-12-10,C015,E350,S500,246.07,587334.662,1053578.549,246.542
T1YB0994,2003-12-08,C015,E400,S475,233.1,587383.809,1053605.188,231.894
T1YB0995,2003-12-15,C015,E375,S500,241.77,587359.649,1053579.375,241.576
T1YB0996,2004-01-20,C015,E400,S525,245.61,587385.296,1053560.218,245.237
T1YB0997,2004-01-20,C015,E300,S500,253.77,587284.524,1053581.9,246.898
T1YB0998,2004-01-08,C015,E425,S500,242.56,587409.456,1053586.031,237.616
T1YB0999,2004-01-08,C015,E325,S475,246.46,587308.684,1053607.713,242.279
T1YB1000,2004-01-09,C021,E050,S225,175.68,587925.082,1053878.229,180.338
T1YB1001,2004-01-09,C024,E125,S375,207.69,588004.998,1053730.789,206.576
T1YB1002,2004-01-09,C024,E050,S300,194.23,587927.56,1053803.27,196.458
T1YB1003,2004-01-10,C024,E050,S325,199.72,587928.387,1053778.283,201.119
T1YB1004,2004-01-09,C015,E300,S475,247.66,587283.698,1053606.886,242.961
T1YB1005,2004-01-09,C015,E350,S525,253.25,587335.323,1053558.566,250.184
T1YB1006,2004-01-09,C015,E400,S500,240.3,587384.47,1053585.205,237.654
T1YB1007,2004-01-12,C024,E100,S375,206.64,587980.011,1053729.963,206.401
T1YB1008,2004-06-18,D012,E475,S225,356.39,587480.081,1052963.024,358.702
T1YB1009,2004-01-10,C021,E050,S200,176.98,587924.256,1053903.215,178.193
T1YB1010,2004-01-12,C021,E075,S225,169.2,587950.068,1053879.055,171.228
T1YB1011,2004-01-12,C015,E375,S525,251.92,587360.309,1053559.392,244.932
T1YB1012,2004-01-12,C024,E075,S375,212.57,587955.025,1053729.137,210.63
T1YB1013,2004-01-19,C024,E075,S325,197.6,587953.373,1053779.109,198.639
T1YB1014,2004-01-19,C021,E075,S250,175.8,587950.895,1053854.068,176.716
T1YB1015,2004-01-16,C015,E425,S525,245.15,587410.282,1053561.044,241.972
T1YB1016,2004-01-14,C014,E275,S475,247.88,587258.712,1053606.06,243.132
T1YB1017,2004-01-15,C015,E350,S550,261.91,587336.149,1053533.58,258.888
T1YB1018,2004-01-20,C024,E050,S350,203.96,587929.213,1053753.297,205.745
T1YB1019,2004-01-19,C024,E025,S350,211.38,587904.226,1053752.471,213.736
T1YB1020,2004-01-19,C015,E325,S500,252.47,587309.51,1053582.726,247.217
T1YB1021,2004-01-20,C015,E375,S550,258.55,587361.135,1053534.406,254.198
T1YB1022,2004-01-22,C014,E275,S500,251.4,587259.538,1053581.074,246.336
T1YB1023,2004-01-20,C021,E100,S250,177,587975.881,1053854.894,176.989
T1YB1024,2004-01-20,C024,E075,S350,201.73,587954.199,1053754.123,202.505
T1YB1025,2004-01-20,C015,E425,S550,249.28,587411.108,1053536.058,249.103
T1YB1026,2004-01-26,C015,E350,S575,270.71,587336.975,1053508.593,266.952
T1YB1027,2004-01-24,C015,E400,S550,254.67,587386.122,1053535.232,253.491
T1YB1028,2004-01-26,C015,E325,S525,258.73,587310.337,1053557.74,253.523
T1YB1029,2004-01-27,C015,E425,S575,256.43,587411.934,1053511.072,258.811
T1YB1030,2004-01-28,C015,E300,S525,259.65,587285.35,1053556.914,250.723
T1YB1031,2004-01-27,C015,E375,S575,267.17,587361.961,1053509.419,263.548
T1YB1032,2004-01-29,C014,E275,S525,254.85,587260.364,1053556.088,248.799
T1YB1033,2004-01-31,C018,E350,S600,276.7,587337.801,1053483.607,271.524
T1YB1034,2004-01-31,C015,E400,S575,264.53,587386.948,1053510.245,261.213
T1YB1035,2004-01-31,C015,E325,S550,267,587311.163,1053532.754,259.42
T1YB1036,2004-02-05,C015,E300,S550,265.46,587286.176,1053531.927,255.138
T1YB1037,2004-02-03,C018,E425,S600,266.76,587412.76,1053486.085,270.181
T1YB1038,2004-02-05,C018,E375,S600,276.25,587362.788,1053484.433,272.297
T1YB1039,2004-02-06,C018,E400,S600,275.47,587387.774,1053485.259,271.803
T1YB1040,2004-02-07,C024,E025,S325,206.14,587903.4,1053777.457,208.936
T1YB1041,2004-02-09,C015,E300,S575,265.41,587287.002,1053506.941,255.128
T1YB1042,2004-02-09,C014,E275,S550,255.27,587261.19,1053531.101,247.648
T1YB1043,2004-02-10,C018,E425,S625,277.35,587413.586,1053461.099,279.895
T1YB1044,2004-02-12,C018,E350,S625,279.56,587338.627,1053458.621,271.707
T1YB1045,2004-02-13,C014,E275,S575,225.96,587262.016,1053506.115,245.42
T1YB1046,2004-02-14,C018,E375,S625,281.75,587363.614,1053459.447,277.394
T1YB1047,2004-02-14,C018,E300,S600,264.39,587287.829,1053481.955,254.554
T1YB1048,2004-02-14,C018,E400,S625,282.22,587388.6,1053460.273,279.014
T1YB1049,2004-02-16,C021,E050,S250,179.39,587925.908,1053853.242,179.403
T1YB1050,2004-02-17,C015,E325,S575,272.29,587311.989,1053507.767,264.944
T1YB1051,2004-02-17,C024,E125,S300,188.62,588002.519,1053805.748,186.902
T1YB1052,2004-02-17,C024,E250,S300,205.57,588127.451,1053809.878,197.356
T1YB1053,2004-02-17,C024,E225,S300,198.5,588102.465,1053809.052,188.569
T1YB1054,2004-02-18,C024,E150,S300,185,588027.506,1053806.574,183.345
T1YB1055,2004-02-18,C018,E425,S650,282.24,587414.412,1053436.113,284.749
T1YB1056,2004-02-18,C024,E175,S300,186.04,588052.492,1053807.4,175.566
T1YB1057,2004-02-19,C018,E375,S650,284.4,587364.44,1053434.46,277.415
T1YB1058,2004-02-19,C018,E400,S650,285.65,587389.426,1053435.286,282.562
T1YB1059,2004-02-19,C018,E300,S625,259.74,587288.655,1053456.968,252.074
T1YB1060,2004-02-21,C017,E275,S600,254.71,587262.842,1053481.129,249.344
T1YB1061,2004-02-21,C018,E325,S600,274.18,587312.815,1053482.781,262.99
T1YB1062,2004-02-23,C018,E300,S650,259.71,587289.481,1053431.982,255.324
T1YB1063,2004-02-23,C018,E350,S650,278.96,587339.453,1053433.634,269.807
T1YB1064,2004-02-26,C018,E425,S675,284.04,587415.239,1053411.126,283.764
T1YB1065,2004-02-24,C021,E250,S275,195.42,588126.625,1053834.865,184.122
T1YB1066,2004-02-24,B028,E500,S750,125.08,588362.445,1054267.894,125.653
T1YB1067,2004-02-26,C021,E125,S250,170.96,588000.867,1053855.721,173.263
T1YB1068,2004-02-26,C018,E400,S675,285.25,587390.252,1053410.3,280.077
T1YB1069,2004-02-27,C021,E225,S250,171.21,588100.813,1053859.025,165.936
T1YB1070,2004-02-26,B028,E575,S775,118.51,588438.23,1054245.386,117.165
T1YB1071,2004-02-26,B028,E475,S750,126.09,588337.458,1054267.067,125.01
T1YB1072,2004-02-27,C018,E350,S675,277.11,587340.28,1053408.648,264.611
T1YB1073,2004-02-27,B028,E575,S800,120.04,588439.056,1054220.399,122.785
T1YB1074,2004-02-27,B028,E425,S750,127.03,588287.486,1054265.415,127.637
T1YB1075,2004-02-28,C018,E375,S675,281.92,587365.266,1053409.474,273.753
T1YB1076,2004-03-01,C018,E325,S625,274,587313.641,1053457.794,260.163
T1YB1077,2004-03-01,C018,E300,S675,263.49,587290.307,1053406.996,264.001
T1YB1078,2004-03-01,C018,E425,S700,289.73,587416.065,1053386.14,285.136
T1YB1079,2004-03-03,B028,E575,S825,113.38,588439.882,1054195.413,120.095
T1YB1080,2004-03-01,B028,E500,S725,119.87,588361.619,1054292.88,119.24
T1YB1081,2004-03-01,B028,E450,S750,120.97,588312.472,1054266.241,122.889
T1YB1082,2004-03-02,C017,E275,S625,254.55,587263.668,1053456.142,248.267
T1YB1083,2004-03-02,C018,E400,S700,287.46,587391.078,1053385.314,280.725
T1YB1084,2004-03-03,B028,E400,S775,144.22,588263.326,1054239.603,144.866
T1YB1085,2004-03-04,B028,E550,S750,119.44,588412.417,1054269.546,120.874
T1YB1086,2004-03-04,B039,E600,S850,114.15,588465.695,1054171.253,112.279
T1YB1087,2004-03-04,B028,E425,S775,137.13,588288.312,1054240.429,137.563
T1YB1088,2004-03-04,C018,E325,S650,271.27,587314.467,1053432.808,258.945
T1YB1089,2004-03-04,C018,E300,S700,267.44,587291.133,1053382.009,271.664
T1YB1090,2004-03-04,C018,E350,S700,278.66,587341.106,1053383.662,266.062
T1YB1091,2004-03-06,C018,E375,S700,285.27,587366.092,1053384.488,273.041
T1YB1092,2004-03-06,C018,E400,S725,292.1,587391.904,1053360.327,283.757
T1YB1093,2004-03-05,C018,E425,S725,293.97,587416.891,1053361.153,289.34
T1YB1094,2004-03-06,C017,E275,S650,259.61,587264.494,1053431.156,258.038
T1YB1095,2004-03-08,C018,E300,S725,281.26,587291.959,1053357.023,275
T1YB1096,2004-03-10,C018,E425,S750,299.11,587417.717,1053336.167,293.86
T1YB1097,2004-03-11,C018,E375,S725,289.44,587366.918,1053359.501,277.301
T1YB1098,2004-03-11,C018,E325,S675,268.08,587315.293,1053407.822,260.257
T1YB1099,2004-03-12,C018,E400,S750,296.89,587392.731,1053335.341,290.969
T1YB1100,2004-03-12,C017,E275,S675,266.46,587265.321,1053406.17,268.805
T1YB1101,2004-03-13,C018,E350,S725,283.62,587341.932,1053358.675,274.621
T1YB1102,2004-03-15,B028,E550,S775,128.34,588413.244,1054244.559,128.804
T1YB1103,2004-03-15,C021,E150,S250,166.43,588025.854,1053856.547,166.707
T1YB1104,2004-03-16,B028,E575,S750,112.39,588437.404,1054270.372,116.607
T1YB1105,2004-03-16,C018,E325,S700,271.62,587316.119,1053382.835,266.167
T1YB1106,2004-03-16,C018,E425,S775,305.72,587418.543,1053311.181,302.867
T1YB1107,2004-03-16,C018,E300,S750,283.75,587292.785,1053332.037,267.949
T1YB1108,2004-03-16,C021,E175,S250,165.42,588050.84,1053857.373,163.456
T1YB1109,2004-03-16,B028,E550,S800,128.61,588414.07,1054219.573,131.851
T1YB1110,2004-03-16,C017,E275,S700,274.69,587266.147,1053381.183,273.822
T1YB1111,2004-03-17,B028,E450,S775,129.53,588313.298,1054241.255,130.614
T1YB1112,2004-03-17,C021,E200,S250,173.8,588075.826,1053858.199,165
T1YB1113,2004-03-20,D021,E000,S075,300.52,587899.892,1053126.986,298.922
T1YB1114,2004-03-19,C018,E325,S725,281.49,587316.945,1053357.849,275.499
T1YB1115,2004-03-18,C018,E400,S775,302.78,587393.557,1053310.355,298.231
T1YB1116,2004-03-20,B028,E575,S850,123.43,588440.708,1054170.426,124.936
T1YB1117,2004-03-17,C021,E175,S275,178.57,588051.666,1053832.386,170.775
T1YB1118,2004-03-20,C018,E350,S750,293.01,587342.758,1053333.689,284.732
T1YB1119,2004-03-20,C018,E375,S750,296.22,587367.744,1053334.515,286.169
T1YB1120,2004-03-20,C018,E475,S800,313.1,587469.342,1053287.847,312.514
T1YB1121,2004-03-20,C021,E150,S275,179.84,588026.68,1053831.56,172.984
T1YB1122,2004-03-20,B028,E475,S775,132.17,588338.285,1054242.081,131.001
T1YB1123,2004-03-23,D013,E850,S150,316.11,587852.398,1053050.375,317.773
T1YB1124,2004-03-23,B028,E575,S875,126.7,588441.534,1054145.44,129.632
T1YB1125,2004-03-20,C021,E125,S275,184.58,588001.693,1053830.734,178.434
T1YB1126,2004-03-22,C024,E200,S300,199.98,588077.478,1053808.226,183.004
T1YB1127,2004-03-22,C024,E125,S400,217.47,588005.824,1053705.802,213.929
T1YB1128,2004-03-22,C018,E300,S775,280.75,587293.611,1053307.05,260.014
