No,drillhole,Date ,Block,E/W,N/S,CoreRec,ELEV,FROM,TO,Length,AreaInfl,Vol, Category , %Ni , %Fe , %Co ,DESCRIPTION,Excavated,ExYear,NiVol,FeVol,CoVol,ORE CLASS,Cu. m.,%Ni,%Fe,%Co,Category,Excavated,%Ni,%Ni,%Fe,%Fe,,MINERAL RESOURCES AS OF YEAR 2018,,,,,,MINERAL RESOURCES AS OF YEAR 2018,,,,,,,,,,,,,,Statistic Data of 2016 Mineral Resources TMC,,,,Taga1,,,,,,,,,
210,5681_T1,3-Dec-09,D014,50,575,0.7,367.38,367.38,366,1.38,625,862.5,M,0.9,50.49,0.04,RBR-LAT,,,776.25,43547.625,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5682_T1,3-Dec-09,D014,150,525,0.65,386.4,386.4,385,1.4,625,875,M,1.5,18.53,0.04,RBR-LAT w/ YG-CS-SP,,,1312.5,16213.75,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5683_T1,3-Dec-09,D006,625,400,0.8,227.96,227.96,227,0.96,625,600,M,0.84,52.98,0.02,RBR-LAT ,,,504,31788,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5684_T1,5-Dec-09,D014,125,575,0.5,391.62,391.62,391,0.62,625,387.5,M,1.03,53.22,0.06,RBR-LAT ,,,399.125,20622.75,23.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5685_T1,5-Dec-09,D003,675,250,0.4,218.54,218.54,218,0.54,625,337.5,M,0.81,50,0.05,RBR-LAT ,,,273.375,16875,16.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5686_T1,7-Dec-09,D017,25,625,0.6,351.8,351.8,351,0.8,625,500,M,1.18,54.25,0.08,RBR-LAT,,,590,27125,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5687_T1,7-Dec-09,D006,625,450,0.8,227.44,227.44,226,1.44,625,900,M,0.77,9.17,0.02,YOR-LAT w/ YG-CS-SP w/ YG-MHR ,,,693,8253,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5688_T1,7-Dec-09,D006,625,475,0.55,230.78,230.78,230,0.78,625,487.5,M,1.15,45.59,0.1,RBR-LAT w/ YG-MHR ,,,560.625,22225.125,48.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5689_T1,7-Dec-09,D003,675,225,1,213.11,213.11,212,1.11,625,693.75,M,0.9,50.43,0.03,RBR-LAT ,,,624.375,34985.8125,20.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5690_T1,8-Dec-09,D006,625,500,0.5,228.15,228.15,227,1.15,625,718.75,M,1.34,46.12,0.01,RBR-YBR-LAT ,,,963.125,33148.75,7.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5691_T1,8-Dec-09,D003,625,225,0.9,208.99,208.99,208,0.99,625,618.75,M,0.79,50.55,0.03,RBR-LAT ,,,488.8125,31277.8125,18.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5692_T1,8-Dec-09,D017,125,600,0.3,394.7,394.7,394,0.7,625,437.5,M,0.99,49.44,0.01,RBR-LAT ,,,433.125,21630,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5693_T1,9-Dec-09,D017,50,625,0.7,361.02,361.02,360,1.02,625,637.5,M,1.07,53.12,0.04,RBR-LAT ,,,682.125,33864,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5694_T1,9-Dec-10,D003,675,200,0.6,208.78,208.78,208,0.78,625,487.5,M,0.94,45.49,0.08,RBR-YBR-LAT ,,,458.25,22176.375,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5695_T1,9-Dec-09,D006,675,300,1.3,232.47,232.47,231,1.47,625,918.75,M,0.75,50.48,0.04,RBR-LAT,,,689.0625,46378.5,36.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,5696_T1,10-Dec-09,D003,675,175,0.55,202.66,202.66,202,0.66,625,412.5,M,0.84,50.96,0.04,RBR-LAT ,,,346.5,21021,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5697_T1,10-Dec-09,D017,125,625,0.5,395.86,395.86,395,0.86,625,537.5,M,1.34,46.36,0.16,RBR-LAT ,,,720.25,24918.5,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5698_T1,11-Sep-09,D003,600,225,0.65,208.76,208.76,208,0.76,625,475,M,0.71,50.37,0.02,RBR-LAT ,,,337.25,23925.75,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5699_T1,12-Dec-09,D017,75,625,0.9,373.49,373.49,372,1.49,625,931.25,M,1.06,51.75,0.05,RBR-LAT ,,,987.125,48192.1875,46.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5700_T1,12-Dec-09,D017,100,625,0.5,386.7,386.7,386,0.7,625,437.5,M,1.09,50.68,0.11,RBR-LAT ,,,476.875,22172.5,48.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,5701_T1,12-Dec-09,D003,675,150,0.8,200.14,200.14,199,1.14,625,712.5,M,0.89,48.49,0.05,RBR-LAT w/ YG-CS-SP w/ YG-MHR,,,634.125,34549.125,35.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5702_T1,14-Dec-09,D003,675,275,0.55,224.67,224.67,224,0.67,625,418.75,M,0.74,53.67,0.11,RBR-LAT ,,,309.875,22474.3125,46.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5703_T1,14-Dec-09,D003,625,200,1,202.38,202.38,201,1.38,625,862.5,M,0.85,52.59,0.04,RBR-LAT ,,,733.125,45358.875,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5704_T1,14-Dec-09,D017,100,600,0.9,390.28,390.28,389,1.28,625,800,M,1.31,22.83,0.16,RBR-LAT w/ YG-CS-SP,,,1048,18264,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,5705_T1,15-Dec-09,D003,675,125,0.8,199.49,199.49,198,1.49,625,931.25,M,1.05,23.5,0.02,RBR-LAT w/ YG-YOR-CS-SP w/ YG-MHR ,,,977.8125,21884.375,18.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5706_T1,15-Dec-09,D017,75,600,0.8,378.09,378.09,377,1.09,625,681.25,M,1.12,51.2,0.14,RBR-LAT ,,,763,34880,95.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5707_T1,16-Dec-09,D003,650,225,1.2,209.22,209.22,208,1.22,625,762.5,M,0.9,51.36,0.03,RBR-YBR-LAT ,,,686.25,39162,22.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,5708_T1,16-Dec-09,D003,650,125,1,198.48,198.48,197,1.48,625,925,M,0.97,53.6,0.07,RBR-YBR-LAT,,,897.25,49580,64.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5709_T1,17-Dec-09,D014,75,575,0.9,379.26,379.26,378,1.26,625,787.5,M,0.96,52.57,0.05,RBR-LAT ,,,756,41398.875,39.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5710_T1,17-Dec-09,D014,100,575,0.57,388.57,388.57,388,0.57,625,356.25,M,1.16,51.98,0.16,RBR-LAT ,,,413.25,18517.875,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,5711_T1,18-Dec-09,D003,625,175,1,199.31,199.31,198,1.31,625,818.75,M,0.81,51.87,0.04,RBR-LAT ,,,663.1875,42468.5625,32.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,5712_T1,21-Dec-09,D003,650,175,0.55,201.59,201.59,201,0.59,625,368.75,M,0.81,51.87,0.03,RBR-LAT,,,298.6875,19127.0625,11.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,5713_T1,18-Dec-09,D003,625,100,0.9,191.49,191.49,190,1.49,625,931.25,M,0.54,9.58,0.02,RBR-LAT w/ YG-CS-SP w/ YG-MHR,,,502.875,8921.375,18.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1940_T1,20-Oct-04,C017,E200,S800,,273.41,273.41,272,1.41,2343.75,3304.69,M,1.59,44.29,0.08,RBR-YOR-LAT,1,2016,5254.4531,146364.6093,264.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1958_T1,25-Oct-04,C017,E225,S775,,269.14,269.14,268,1.14,937.5,1068.75,M,0.97,49.13,0.06,RBR-LAT,,,1036.6875,52507.6875,64.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3443_T1,8-May-06,F016,E800,S450,,505.96,505.96,505,0.96,2500,2400,M,0.81,52.76,0.03,RBR-YBR-LAT,,,1944,126624,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3444_T1,10-May-06,F016,E850,S450,,490.6,490.6,490,0.6,3750,2250,I,1.1,52.51,0.06,YBR-LAT,,,2475,118147.5,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3454_T1,15-May-06,F016,E800,S500,,505.98,505.98,505,0.98,3750,3675,I,0.65,53.37,0.03,RBR-LAT,,,2388.75,196134.75,110.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3457_T1,17-May-06,F016,E850,S500,,491.94,491.94,491,0.94,3750,3525,I,0.72,50.91,0.06,RBR-YBR-LAT,,,2538,179457.75,211.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3466_T1,20-May-06,F016,E800,S550,,497.41,497.41,496,1.41,2500,3525,M,0.73,53.18,0.05,RBR-LAT,,,2573.25,187459.5,176.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3480_T1,23-May-06,F016,E850,S550,,487.35,487.35,486,1.35,3750,5062.5,I,0.66,53.44,0.04,YBR-LAT,,,3341.25,270540,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3482_T1,25-May-06,F027,E000,S650,,491.58,491.58,491,0.58,2500,1450,M,0.28,26.69,0.04,RBR-LAT,,,406,38700.5,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3485_T1,24-May-06,F019,E850,S600,,481.28,481.28,480,1.28,2500,3200,M,0.77,47.86,0.09,RBR-YBR-LAT,,,2464,153152,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3492_T1,30-May-06,F027,E050,S600,,483.12,483.12,482,1.12,2500,2800,M,0.44,31.43,0.03,RBR-LAT,,,1232,88004,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3493_T1,30-May-06,F019,E850,S650,,477.84,477.84,477,0.84,2500,2100,M,0.32,31.38,0.03,RBR-LAT,,,672,65898,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3501_T1,2-Jun-06,F019,E850,S700,,470.7,470.7,470,0.7,2500,1750,M,0.56,35.81,0.05,YBR-LAT,,,980,62667.5,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3503_T1,2-Jun-06,F027,E000,S600,,480.32,480.32,479,1.32,2500,3300,M,0.37,27.82,0.03,RBR-LAT,,,1221,91806,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3506_T1,5-Jun-06,F019,E850,S750,,474.35,474.35,473,1.35,2500,3375,M,0.4,27.43,0.04,RBR-LAT,,,1350,92576.25,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3507_T1,5-Jun-06,F027,E000,S700,,480.47,480.47,479,1.47,2500,3675,M,0.76,29.13,0.05,YBR-LAT W/ YOR-LAT W/ WHITE HR,,,2793,107052.75,183.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3508_T1,27-Jun-06,F019,E800,S600,,494.86,494.86,494,0.86,2500,2150,M,0.61,54.2,0.04,RBR-LAT,,,1311.5,116530,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3512_T1,9-Jun-06,F016,E750,S550,,510.23,510.23,509,1.23,2500,3075,M,0.94,41.39,0.09,RBR-LAT W/ YG-CS-SP,,,2890.5,127274.25,276.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3517_T1,20-Jun-06,F019,E750,S600,,503.72,503.72,503,0.72,2500,1800,M,0.62,53.73,0.03,RBR-LAT,,,1116,96714,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3518_T1,16-Jun-06,F018,E350,S750,,487.08,487.08,486,1.08,2500,2700,M,0.91,50.83,0.03,RBR-YBR-LAT,,,2457,137241,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3520_T1,16-Jun-06,F018,E350,S800,,494.18,494.18,493,1.18,2500,2950,M,0.8,52.27,0.04,RBR-LAT W/ YOR-LAT,,,2360,154196.5,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3521_T1,24-Jun-06,F019,E800,S650,,481.28,481.28,480,1.28,2500,3200,M,0.68,52.19,0.08,RBR-LAT W/ YBR-LAT,,,2176,167008,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3523_T1,20-Jun-06,F018,E300,S800,,480.8,480.8,480,0.8,2500,2000,M,1.06,50.98,0.09,RBR-YBR-LAT W/ YG-MHR,,,2120,101960,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3524_T1,21-Jun-06,F018,E350,S850,,489.79,489.79,489,0.79,2500,1975,M,1.05,48.86,0.11,RBR-LAT W/ YBR-LAT,,,2073.75,96498.5,217.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3525_T1,24-Jun-06,F018,E400,S750,,481.33,481.33,480,1.33,2500,3325,M,1.03,52.56,0.02,RBR-YBR-LAT,,,3424.75,174762,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3526_T1,28-Jun-06,F018,E400,S850,,492.68,492.68,492,0.68,2500,1700,M,0.69,52.45,0.01,RBR-LAT,,,1173,89165,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3527_T1,24-Jun-06,F018,E400,S800,,494.94,494.94,494,0.94,2500,2350,M,0.66,53.53,0.02,RBR-LAT,,,1551,125795.5,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3529_T1,29-Jun-06,F018,E450,S750,,484.21,484.21,483,1.21,2500,3025,M,0.88,48.51,0.1,RBR-YBR-LAT,,,2662,146742.75,302.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3530_T1,1-Jul-06,F019,E750,S700,,478.02,478.02,477,1.02,2500,2550,M,0.47,50,0.04,RBR-LAT,,,1198.5,127500,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3531_T1,3-Jul-06,F018,E450,S800,,489.64,489.64,489,0.64,2500,1600,M,0.59,51.11,0.04,RBR-LAT,,,944,81776,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3532_T1,19-Jul-06,F019,E700,S850,,454.94,454.94,454,0.94,2500,2350,M,0.52,47.37,0.07,RBR-LAT,,,1222,111319.5,164.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3533_T1,24-Jul-06,F019,E700,S800,,464.83,464.83,464,0.83,2500,2075,M,0.5,45.38,0.07,RBR-YBR-LAT,,,1037.5,94163.5,145.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,3534_T1,6-Jul-06,D025,E350,S350,,279.65,279.65,279,0.65,2500,1625,M,0.75,51.59,0.01,RBR-YBR-LAT,,,1218.75,83833.75,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3535_T1,4-Jul-06,F018,E500,S750,,484.02,484.02,483,1.02,2500,2550,M,0.82,56.06,0.03,RBR-LAT,,,2091,142953,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3536_T1,4-Jul-06,F018,E450,S850,,490.93,490.93,490,0.93,2500,2325,M,0.66,52.31,0.03,RBR-LAT,,,1534.5,121620.75,69.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3537_T1,6-Jul-06,F019,E700,S700,,482.51,482.51,482,0.51,2500,1275,M,0.75,49.75,0.02,RBR-LAT,,,956.25,63431.25,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3538_T1,7-Jul-06,F018,E550,S750,,483.42,483.42,482,1.42,2500,3550,M,0.65,49.26,0.08,RBR-YBR-LAT,,,2307.5,174873,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3540_T1,8-Jul-06,F018,E500,S850,,484.4,484.4,483,1.4,2500,3500,M,0.65,47.62,0.02,RBR-YBR-LAT,,,2275,166670,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3541_T1,10-Jul-06,F018,E550,S800,,472.35,472.35,471,1.35,2500,3375,M,0.71,51.1,0.07,RBR-LAT W/ YBR-LAT,,,2396.25,172462.5,236.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3542_T1,11-Jul-06,F019,E600,S750,,482.31,482.31,481,1.31,2500,3275,M,0.62,48.89,0.02,RBR-LAT,,,2030.5,160114.75,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3543_T1,12-Jul-06,F018,E550,S850,,480.52,480.52,480,0.52,2500,1300,M,0.44,36.43,0.03,RBR-LAT,,,572,47359,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3544_T1,14-Jul-06,F019,E600,S800,,469.26,469.26,468,1.26,2500,3150,M,0.58,52.8,0.07,RBR-YBR-LAT,,,1827,166320,220.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3545_T1,14-Jul-06,F019,E600,S700,,484.11,484.11,483,1.11,2500,2775,M,0.9,51.14,0.01,RBR-LAT,,,2497.5,141913.5,27.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3546_T1,15-Jul-06,F019,E600,S850,,467.85,467.85,467,0.85,2500,2125,M,0.51,41.54,0.04,RBR-LAT,,,1083.75,88272.5,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3547_T1,15-Jul-06,F019,E650,S700,,486.32,486.32,485,1.32,2500,3300,M,1.17,52.97,0.03,RBR-YBR-LAT,,,3861,174801,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3548_T1,19-Jul-06,F019,E650,S800,,463.08,463.08,462,1.08,2500,2700,M,0.68,47.18,0.08,RBR-YBR-LAT,,,1836,127386,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3549_T1,18-Jul-06,F019,E650,S850,,457.75,457.75,457,0.75,2500,1875,M,0.78,48.66,0.07,YBR-LAT,,,1462.5,91237.5,131.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,3550_T1,21-Jul-06,F019,E650,S650,,489.02,489.02,488,1.02,2500,2550,M,0.7,47.3,0.02,RBR-LAT,,,1785,120615,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,4185_T1,27-Nov-08,D014,E050,S500,,370.05,370.05,369,1.05,625,656.25,M,1.05,49.11,0.09, RBR-YBR-LAT ,1,2015,689.0625,32228.4375,59.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,4192_T1,3-Dec-08,D006,E800,S400,,391.34,391.34,390,1.34,625,837.5,M,1.09,18.16,0.02, YG-HR W/ YG-CS-SP W/ YOR-LAT ,1,2015,912.875,15209,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4195_T1,5-Dec-08,C018,E300,S800,,257.31,257.31,256,1.31,1875,2456.25,M,0.92,23.5,0.03, RBR-LAT W/ PG-MHR ,,,2259.75,57721.875,73.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,4196_T1,5-Dec-08,D014,E100,S550,,391.47,391.47,390,1.47,625,918.75,M,1.29,34.96,0.07, RBR-LAT W/ YG-CS-SP ,1,2015,1185.1875,32119.5,64.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4197_T1,5-Dec-08,C017,E200,S850,,262.41,262.41,261,1.41,3906.25,5507.81,I,0.9,50.91,0.07, RBR-YBR-LAT ,,,4957.0312,280402.7343,385.5468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,4198_T1,5-Dec-08,D014,E000,S500,,366.19,366.19,365,1.19,625,743.75,M,0.87,53.86,0.05, RBR-YBR-LAT ,1,2015,647.0625,40058.375,37.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,4201_T1,8-Dec-08,D006,E750,S450,,285.19,285.19,284,1.19,625,743.75,M,1.05,51.31,0.07, RBR-LAT ,,,780.9375,38161.8125,52.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4202_T1,9-Dec-08,C017,E250,S800,,253.68,253.68,253,0.68,2343.75,1593.75,M,0.86,32.11,0.03, RBR-LAT W/ YG-MHR ,,,1370.625,51175.3125,47.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4203_T1,10-Dec-08,C017,E150,S850,,273.3,273.3,272,1.3,3125,4062.5,I,0.88,50.53,0.04, RBR-LAT ,,,3575,205278.125,162.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,4204_T1,10-Dec-08,D014,E050,S550,,374.7,374.7,374,0.7,625,437.5,M,0.96,53.39,0.02, RBR-LAT ,1,2015,420,23358.125,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,4206_T1,11-Dec-08,D014,E000,S550,,355.86,355.86,355,0.86,625,537.5,M,1.31,26.8,0.04, RBR-LAT W/ YG-MHR ,1,2015,704.125,14405,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4208_T1,12-Dec-08,C017,E150,S800,,254.82,254.82,254,0.82,2500,2050,M,0.56,47.69,0.02, RBR-LAT ,,,1148,97764.5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,4463_T1,22-Sep-07,C011,E000,S200,,146.27,146.27,145,1.27,937.5,1190.63,M,0.68,52.28,0.05,RBR-LAT,,,809.625,62245.875,59.5312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,4469_T1,24-Sep-07,C014,E000,S400,,180.67,180.67,180,0.67,1250,837.5,M,0.63,52.02,0.02,RBR-LAT,1,Oct-17,527.625,43566.75,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,4475_T1,24-Sep-07,C017,E225,S725,,261.56,261.56,261,0.56,937.5,525,M,0.95,51.51,0.03,RBR-LAT,1,2014,498.75,27042.75,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,4478_T1,24-Sep-07,C011,E000,S225,,149.56,149.56,149,0.56,937.5,525,M,0.73,52.5,0.04,RBR-YBR-LAT,1,2013,383.25,27562.5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,4480_T1,26-Sep-07,C014,E150,S400,,197.33,197.33,196,1.33,1250,1662.5,M,0.66,51.35,0.05,RBR-LAT,1,2018,1097.25,85369.375,83.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,4524_T1,28-Sep-07,C014,E125,S400,,191.79,191.79,191,0.79,1250,987.5,M,0.61,52.71,0.04,RBR-LAT,1,2018,602.375,52051.125,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4535_T1,7-Oct-07,C011,E000,S100,,111.06,111.06,110,1.06,937.5,993.75,M,1.14,43.41,0.1,RBR-LAT W/ YG-MHR,,,1132.875,43138.6875,99.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4556_T1,10-Oct-07,C011,E000,S050,,110.83,110.83,110,0.83,1875,1556.25,M,0.82,53.08,0.03,RBR-LAT,1,Dec-18,1276.125,82605.75,46.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4560_T1,10-Oct-07,C011,E100,S050,,127.11,127.11,126,1.11,1875,2081.25,M,0.73,51.22,0.05,RBR-LAT,1,Dec-18,1519.3125,106601.625,104.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4561_T1,9-Oct-07,C011,E050,S050,,114.48,114.48,113,1.48,1875,2775,M,0.78,50.36,0.05,RBR-LAT,1,Dec-18,2164.5,139749,138.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
