HYYB0267,2005-11-07,,,,,593714.182,1051004.733,298.818,
HYYB0268,2005-11-09,,,,,594104.401,1051512.487,224.963,
HYYB0269,2005-11-05,,,,,594204.536,1051514.197,239.547,
HYYB0270,2005-11-03,,,,,593806.367,1051406.772,203.379,
HYYB0271,2005-11-05,,,,,594274.473,1051619.324,251.889,
HYYB0272,2005-11-11,,,,,594373.744,1051518.6,253.711,
HYYB0273,2005-11-08,,,,,594004.42,1051510.576,232.841,
HYYB0274,2005-11-12,,,,,594473.741,1051517.873,246.951,
HYYB0275,2005-11-11,,,,,593710.873,1051304.031,274.419,
HYYB0276,2005-11-15,,,,,594174.476,1051620.052,220.444,
HYYB0277,2005-11-10,,,,,593810.86,1051305.597,236.162,
HYYB0278,2005-11-10,,,,,593814.17,1051006.299,285.147,
HYYB0279,2005-11-10,,,,,594275.201,1051719.322,250.857,
HYYB0280,2005-11-12,,,,,593812.426,1051205.61,263.703,
HYYB0281,2005-11-11,,,,,593974.481,1051621.506,190.755,
HYYB0282,2005-11-14,,,,,594074.479,1051620.779,191.006,
HYYB0283,2005-11-15,,,,,594275.928,1051819.319,243.851,
HYYB0284,2005-11-18,,,,,594374.471,1051618.597,271.603,
HYYB0285,2005-11-16,,,,,593975.209,1051721.503,164.185,
HYYB0286,2005-11-19,,,,,594573.738,1051517.145,244.258,
HYYB0287,2005-11-19,,,,,594075.206,1051720.776,186.625,
HYYB0288,2005-11-21,,,,,594175.203,1051720.049,220.65,
HYYB0289,2005-11-23,,,,,593910.848,1051307.164,247.554,
HYYB0290,2005-11-19,,,,,594474.468,1051617.87,255.276,
HYYB0291,2005-11-19,,,,,594376.652,1051918.589,222.395,
HYYB0292,2005-11-23,,,,,593975.936,1051821.501,161.387,
HYYB0293,2005-11-22,,,,,594773.733,1051515.691,202.903,
HYYB0294,2005-11-11,,,,,594475.195,1051717.867,237.757,
HYYB0295,2005-11-19,,,,,594673.736,1051516.418,216.545,
HYYB0296,2005-11-22,,,,,594075.933,1051820.774,190.445,
HYYB0297,2005-11-26,,,,,594375.198,1051718.595,257.297,
HYYB0298,2005-11-26,,,,,594276.655,1051919.317,231.717,
HYYB0299,2005-11-26,,,,,594574.466,1051617.143,232.853,
HYYB0300,2005-11-25,,,,,594674.463,1051616.416,196.672,
HYYB0301,2005-11-26,,,,,594175.931,1051820.046,220.552,
HYYB0302,2005-11-25,,,,,594076.66,1051920.771,173.922,
HYYB0303,2005-12-03,,,,,593976.663,1051921.498,155.711,
HYYB0304,2005-11-29,,,,,594774.46,1051615.688,180.019,
HYYB0305,2005-12-03,,,,,594475.923,1051817.865,216.18,
HYYB0306,2005-12-01,,,,,593906.349,1051408.683,238.704,
HYYB0307,2005-12-03,,,,,594675.19,1051716.413,178.461,
HYYB0308,2005-11-30,,,,,594077.388,1052020.768,164.189,
HYYB0309,2005-12-01,,,,,594277.382,1052019.314,215.948,
HYYB0310,2005-12-02,,,,,594176.658,1051920.044,217.821,
HYYB0311,2005-12-03,,,,,594375.925,1051818.592,237.204,
HYYB0312,2005-12-03,,,,,594775.187,1051715.686,165.105,
HYYB0313,2005-12-05,,,,,594575.193,1051717.14,209.768,
HYYB0314,2005-12-07,,,,,594078.115,1052120.766,167.34,
HYYB0315,2005-12-12,,,,,594278.11,1052119.311,191.589,
HYYB0316,2005-12-15,,,,,594675.917,1051816.41,166.947,
HYYB0317,2005-12-06,,,,,593904.438,1051508.665,226.114,
HYYB0318,2005-12-09,,,,,594476.65,1051917.862,202.789,
HYYB0319,2005-12-09,,,,,594177.385,1052020.041,205.369,
HYYB0320,2005-12-15,,,,,594377.38,1052018.587,210.899,
HYYB0321,2005-12-13,,,,,594575.92,1051817.138,201.446,
HYYB0322,2005-12-13,,,,,594078.842,1052220.763,168.79,
HYYB0323,2005-12-13,,,,,593978.117,1052121.493,135.499,
HYYB0324,2005-12-14,,,,,593902.527,1051608.646,207.452,
HYYB0325,2005-12-17,,,,,594477.377,1052017.859,208.041,
HYYB0326,2006-01-23,,,,,592369.065,1053480.022,59.55,
HYYB0327,2005-12-16,,,,,594173.733,1052115.691,196.599,
HYYB0328,2005-12-14,,,,,594773.733,1051815.691,147.697,
HYYB0329,2006-01-18,,,,,593169.77,1053395.831,76.495,
HYYB0330,2006-01-20,,,,,593270.784,1053396.94,54.694,
HYYB0331,2006-01-18,,,,,592370.943,1053380.04,53.825,
HYYB0332,2006-01-19,,,,,592574.51,1053391.552,63.892,
HYYB0333,2006-01-19,,,,,592969.821,1053391.359,96.133,
HYYB0334,2006-01-19,,,,,592470.925,1053381.918,50.366,
HYYB0335,2006-01-19,,,,,593069.795,1053393.595,74.74,
HYYB0336,2006-01-21,,,,,592674.596,1053416.207,89.363,
HYYB0337,2006-01-25,,,,,592870.638,1053389.424,107.512,
HYYB0338,2006-01-27,,,,,592774.116,1053415.746,103.491,
HYYB0339,2006-01-21,,,,,593168.107,1053495.818,64.315,
HYYB0340,2006-01-24,,,,,592968.158,1053491.346,77.468,
HYYB0341,2006-01-24,,,,,593068.133,1053493.582,60.063,
HYYB0342,2006-01-24,,,,,593268.083,1053498.054,56.476,
HYYB0343,2006-01-26,,,,,592569.03,1053483.778,71.242,
HYYB0344,2006-01-26,,,,,592469.047,1053481.9,58.455,
HYYB0345,2006-01-26,,,,,592673.734,1053514.925,92.113,
HYYB0346,2006-02-01,,,,,593166.552,1053595.829,44.845,
HYYB0347,2006-01-28,,,,,592367.186,1053580.005,56.377,
HYYB0348,2006-01-28,,,,,592966.602,1053591.357,65.671,
HYYB0349,2006-02-01,,,,,593066.577,1053593.594,44.082,
HYYB0350,2006-01-28,,,,,592868.977,1053489.411,92.977,
HYYB0351,2006-02-04,,,,,592567.151,1053583.76,89.183,
HYYB0352,2006-01-30,,,,,592673.722,1053590.702,75.499,
HYYB0353,2006-01-31,,,,,593266.527,1053598.066,39.349,
HYYB0354,2006-02-01,,,,,592467.169,1053581.882,68.758,
HYYB0355,2006-02-01,,,,,592866.627,1053589.121,86.285,
HYYB0356,2006-02-02,,,,,592365.309,1053679.987,59.541,
HYYB0357,2006-02-02,,,,,592964.443,1053691.694,59.047,
HYYB0358,2006-02-01,,,,,592773.734,1053515.308,87.194,
HYYB0359,2006-02-02,,,,,592665.256,1053685.621,66.207,
HYYB0360,2006-02-04,,,,,593264.368,1053698.403,32.339,
HYYB0361,2006-02-03,,,,,593164.393,1053696.166,32.086,
HYYB0362,2006-02-06,,,,,593064.417,1053693.93,41.666,
HYYB0363,2006-02-15,,,,,592864.468,1053689.458,76.945,
HYYB0364,2006-02-10,,,,,592465.291,1053681.865,80.025,
HYYB0365,2006-02-02,,,,,592773.722,1053590.746,80.12,
HYYB0366,2006-02-09,,,,,592364.162,1053779.268,64.462,
HYYB0367,2006-02-06,,,,,592663.378,1053785.603,60.891,
HYYB0368,2006-02-06,,,,,592964.151,1053790.178,48.227,
HYYB0369,2006-02-08,,,,,592765.238,1053687.498,72.107,
HYYB0370,2006-02-11,,,,,593264.076,1053796.886,46.475,
HYYB0371,2006-02-13,,,,,592565.274,1053683.742,78.904,
HYYB0372,2006-02-11,,,,,593164.101,1053794.65,29.021,
HYYB0373,2006-02-11,,,,,592661.851,1053885.951,56.059,
HYYB0374,2006-02-10,,,,,593064.126,1053792.413,34.05,
HYYB0375,2006-02-21,,,,,592361.926,1053879.242,72.376,
HYYB0376,2006-02-14,,,,,592764.201,1053785.705,67.36,
HYYB0377,2006-02-14,,,,,592961.915,1053890.153,25.576,
HYYB0378,2006-02-28,,,,,592463.414,1053781.847,88.599,
HYYB0379,2006-02-16,,,,,593260.692,1053896.838,57.666,
HYYB0380,2006-02-18,,,,,592284.105,1052678.285,83.959,
HYYB0381,2006-02-18,,,,,592184.123,1052676.407,77.19,
HYYB0382,2006-02-22,,,,,592084.655,1052675.597,63.813,
HYYB0383,2006-02-27,,,,,592563.396,1053783.725,81.799,
HYYB0384,2006-02-15,,,,,593061.89,1053892.389,27.027,
HYYB0385,2006-02-17,,,,,593161.865,1053894.624,34.201,
HYYB0386,2006-02-17,,,,,592659.616,1053985.926,58.204,
HYYB0387,2006-02-18,,,,,592761.965,1053885.681,55.416,
HYYB0388,2006-02-17,,,,,592959.678,1053990.127,26.727,
HYYB0389,2006-02-23,,,,,592285.983,1052578.303,83.109,
HYYB0390,2006-02-26,,,,,592289.739,1052378.338,73.733,
HYYB0391,2006-02-18,,,,,592864.176,1053787.941,60.487,
HYYB0392,2006-02-24,,,,,593259.603,1053996.836,57.884,
HYYB0393,2006-02-20,,,,,593059.654,1053992.364,34.419,
HYYB0394,2006-02-22,,,,,592657.745,1054085.55,44.545,
HYYB0395,2006-02-22,,,,,593159.629,1053994.6,46.81,
HYYB0396,2006-02-22,,,,,592861.94,1053887.916,36.358,
HYYB0397,2006-02-22,,,,,592759.59,1053988.162,44.512,
HYYB0398,2006-02-22,,,,,592957.826,1054090.111,29.405,
HYYB0399,2006-02-23,,,,,592282.228,1052778.267,71.277,
HYYB0400,2006-02-27,,,,,592182.245,1052776.39,67.869,
HYYB0401,2006-02-24,,,,,593057.801,1054092.347,42.023,
HYYB0402,2006-02-27,,,,,592359.651,1053979.934,79.391,
HYYB0403,2006-02-23,,,,,592859.703,1053987.892,25.765,
HYYB0404,2006-02-27,,,,,592757.735,1054087.07,30.201,
HYYB0405,2006-02-23,,,,,593157.775,1054094.583,54.593,
HYYB0406,2006-03-02,,,,,592655.905,1054184.817,49.629,
HYYB0407,2006-03-27,,,,,592955.971,1054190.094,32.172,
HYYB0408,2006-02-24,,,,,592082.263,1052774.512,65.216,
HYYB0409,2006-03-01,,,,,592280.133,1052880.02,76.886,
HYYB0410,2006-03-15,,,,,592186,1052576.425,72.802,
HYYB0411,2006-03-01,,,,,593257.75,1054096.819,52.341,
